Listing of Port and Protocol, with known attacks. 13-May-03

A frequent visitor sent me the following table:
     Port  Protocol    Keyword                  D e s c r i p t i o n
  7428     tcp         ovladmgr                 OpenView DM Log Agent Manager 
  7428     udp         ovladmgr                 OpenView DM Log Agent Manager 
  7429     tcp         opi-sock                 OpenView DM rqt communication 
  7429     udp         opi-sock                 OpenView DM rqt communication 
  7430     tcp         xmpv7                    OpenView DM xmpv7 api pipe 
  7430     udp         xmpv7                    OpenView DM xmpv7 api pipe 
  7431     tcp         pmd                      OpenView DM ovc xmpv3 api pipe 
  7431     udp         pmd                      OpenView DM ovc xmpv3 api pipe 
  7437     tcp         faximum                  Faximum 
  7437     udp         faximum                  Faximum 
  7491     tcp         telops-lmd               telops-lmd 
  7491     udp         telops-lmd               telops-lmd 
  7511     tcp         pafec-lm                 pafec-lm 
  7511     udp         pafec-lm                 pafec-lm 
  7544     tcp         nta-ds                   FlowAnalyzer DisplayServer 
  7544     udp         nta-ds                   FlowAnalyzer DisplayServer 
  7545     tcp         nta-us                   FlowAnalyzer UtilityServer 
  7545     udp         nta-us                   FlowAnalyzer UtilityServer 
  7566     tcp         vsi-omega                VSI Omega 
  7566     udp         vsi-omega                VSI Omega 
  7570     tcp         aries-kfinder            Aries Kfinder 
  7570     udp         aries-kfinder            Aries Kfinder 
  7575     tcp         dungeon-keeper           Dungeon Keeper 2 game server 
  7588     tcp         sun-lm                   Sun License Manager 
  7588     udp         sun-lm                   Sun License Manager 
  7597     tcp         Qaz                      [trojan] Qaz 
  7626     tcp         Binghe                   [trojan] Binghe 
  7626     tcp         Glacier                  [trojan] Glacier 
  7626     tcp         Hyne                     [trojan] Hyne 
  7633     tcp         pmdfmgt                  PMDF Management 
  7633     udp         pmdfmgt                  PMDF Management 
  7648     udp         cucme-1                  cucme live video audio server 
  7649     udp         cucme-2                  cucme live video audio server 
  7650     udp         cucme-3                  cucme live video audio server 
  7651     udp         cucme-4                  cucme live video audio server 
  7718     tcp         Glacier                  [trojan] Glacier 
  7755     udp         RedFaction               Red Faction game server 
  7777     tcp         cbt                      cbt 
  7777     tcp         FWTK-authsvr             FWTK-Gauntlet authentication server 
  7777     tcp         GodMessage               [trojan] God Message 
  7777     tcp         oracle-portal            Oracle 9i Portal - Apache HTTP (default) 
  7777     tcp         TheThing(modified)       [trojan] The Thing (modified) 
  7777     tcp         Tini                     [trojan] Tini 
  7777     tcp         Tini                     [trojan] Tini 
  7777     udp         cbt                      cbt 
  7778     tcp         interwise                Interwise 
  7778     udp         interwise                Interwise 
  7778     tcp         UnReal_UT                UnReal_UT (game) 
  7778     udp         UnReal_UT                UnReal_UT (game) 
  7778     tcp         Oracle9iAS-OJSP          Oracle 9i Application Server Oracle Java Server Pages 
  7779     tcp         vstat                    VSTAT 
  7779     udp         vstat                    VSTAT 
  7781     tcp         accu-lmgr                accu-lmgr 
  7781     udp         accu-lmgr                accu-lmgr 
  7786     tcp         minivend                 MINIVEND 
  7786     udp         minivend                 MINIVEND 
  7789     tcp         BackDoorSetup            [trojan] Back Door Setup 
  7789     tcp         BackDoorSetup            [trojan] Back Door Setup 
  7789     tcp         ICKiller                 [trojan] ICKiller 
  7789     tcp         Mozilla                  [trojan] Mozilla 
  7826     tcp         Oblivion                 [trojan] Oblivion 
  7891     tcp         TheReVeNgEr              [trojan] The ReVeNgEr 
  7913     tcp         qo-secure                QuickObjects secure port 
  7913     udp         qo-secure                QuickObjects secure port 
  7932     tcp         t2-drm                   Tier 2 Data Resource Manager 
  7932     udp         t2-drm                   Tier 2 Data Resource Manager 
  7933     tcp         t2-brm                   Tier 2 Business Rules Manager 
  7933     udp         t2-brm                   Tier 2 Business Rules Manager 
  7937     tcp         lgtonsrexecd             Legato NetWorker nsrexecd listen port 
  7938     udp         lgtomapper               Legato NetWorker portmapper 
  7967     tcp         supercell                Supercell 
  7967     udp         supercell                Supercell 
  7979     tcp         micromuse-ncps           Micromuse-ncps 
  7979     udp         micromuse-ncps           Micromuse-ncps 
  7980     tcp         quest-vista              Quest Vista 
  7980     udp         quest-vista              Quest Vista 
  7983     tcp         Mstream                  [trojan] Mstream 
